  2.125313062568715E-006  2.127534751821521E-006  2.129710400031397E-006
  2.131762629686956E-006  2.133389680622826E-006  2.135184220806691E-006
  2.136207919086338E-006  2.136765186568264E-006  2.137515384753461E-006
  2.138187408830612E-006  2.138818700320030E-006  2.139555730053059E-006
  2.140122576804673E-006  2.140310296639355E-006  2.140325740965375E-006
  2.140080938014028E-006  2.140153265382523E-006  2.139900398420851E-006
  2.139893484516041E-006  2.139719917277927E-006  2.139712986459104E-006
  2.139539425958188E-006  2.139532484194520E-006  2.139316130654894E-006
  2.138847827530346E-006  2.138058361861654E-006  2.136947750018716E-006
  2.135676602105383E-006  2.134114699218041E-006  2.132548753866928E-006
  2.130743462087749E-006  2.128799143309407E-006  2.126588965398015E-006
  2.124163350489461E-006  2.121759471099838E-006  2.118921906274887E-006
  2.117128388536858E-006  2.115774287762088E-006  2.114405339176515E-006
  2.113138381333500E-006  2.111855126727412E-006  2.110821818303529E-006
  2.109798733022853E-006  2.108932172222768E-006  2.108024967197851E-006
  2.107290556765247E-006  2.105914971705854E-006  2.103561599015929E-006
  2.100491134820198E-006  2.096253409641329E-006  2.091200102024915E-006
  2.085283825290125E-006  2.078298931464571E-006  2.069751975903146E-006
  2.058471387805572E-006  2.046089332631502E-006  2.028753257931794E-006
  2.007889560121079E-006  1.984935136413047E-006  1.955804991089021E-006
  1.918822113134101E-006  1.878825959609618E-006  1.834319112767578E-006
  1.786418581343963E-006  1.738975658478942E-006  1.690302118296296E-006
  1.643651675729155E-006  1.608040339125715E-006  1.583819431624142E-006
  1.576103702043239E-006  1.586995617894903E-006  1.615160556924295E-006
  1.654494621608122E-006  1.700561408186785E-006  1.753208187389990E-006
  1.806590735466382E-006  1.856416281917286E-006  1.900402804629587E-006
  1.940869161807059E-006  1.974017107492144E-006  2.002547502999394E-006
  2.026182164766614E-006  2.044655309166370E-006  2.061340812864026E-006
  2.074541569201364E-006  2.083440036015608E-006  2.091434210853238E-006
  2.097855169713113E-006  2.101528648672858E-006  2.104421793376339E-006
  2.106571175358837E-006  2.108151499091622E-006  2.108890452846090E-006
  2.108931721028858E-006  2.108039580209619E-006  2.106313519266673E-006
  2.103766528214651E-006  2.101477675760316E-006  2.099335117034010E-006
  2.097442507190429E-006  2.095811461712192E-006  2.094211202815158E-006
  2.093136421874487E-006  2.094424073224561E-006  2.098729403531121E-006
  2.103036772465708E-006  2.108116269257881E-006  2.113144869982498E-006
  2.117482562410885E-006  2.121259412784766E-006  2.124546515075955E-006
  2.127648679488547E-006  2.130533431339751E-006  2.132960825499645E-006
  2.134967635689229E-006  2.136755875419809E-006  2.138148581599773E-006
  2.139082108734908E-006  2.139934732968851E-006  2.141037286953898E-006
  2.142046326675541E-006  2.143148805231188E-006  2.144245059831253E-006
  2.145518965978889E-006  2.146612878212962E-006  2.147191145238420E-006
  2.146893639400113E-006  2.146776968487382E-006  2.146713066985899E-006
  2.146706130020280E-006  2.146711370504621E-006  2.146942204096206E-006
  2.147185192000288E-006  2.147531727452844E-006  2.148051143336190E-006
  2.148383457013899E-006  2.148935240758542E-006  2.149109134552434E-006
  2.148862466176416E-006  2.148552770641484E-006  2.148379170243276E-006
  2.148122271184860E-006  2.148198612645022E-006  2.148191690634864E-006
  2.148184749944159E-006  2.148177844901412E-006  2.148420817495087E-006
  2.148614999130864E-006  2.148906660708771E-006  2.149247484339988E-006
  2.149587646402034E-006  2.149968771601327E-006  2.150430436411892E-006
  2.149314907332249E-006  2.148281922869804E-006  2.147326080776818E-006
  2.146383209554871E-006  2.145772358893755E-006  2.145131283674906E-006
  2.144592039773564E-006  2.144308796391454E-006  2.144019388546007E-006
  2.143811383439332E-006  2.143637786134542E-006  2.143391373005345E-006
  2.141691816397075E-006  2.139795431347171E-006  2.137429766489459E-006
  2.134740159670586E-006  2.131784173119340E-006  2.128286786263725E-006
  2.124650831199575E-006  2.120109923226364E-006  2.113782649520689E-006
  2.105619868014631E-006  2.095691578832878E-006  2.083809931864446E-006
  2.070085756365140E-006  2.052930851925564E-006  2.033520549089624E-006
  2.014387914548439E-006  1.993122918673625E-006  1.972812890445178E-006
  1.953754364046555E-006  1.939904944597714E-006  1.933972619451322E-006
  1.936618573300763E-006  1.947303037157405E-006  1.964402608171565E-006
  1.985117893346310E-006  2.009113916958046E-006  2.031236710481316E-006
  2.050338553440325E-006  2.065915646185512E-006  2.081306153143509E-006
  2.092862203880166E-006  2.102728395843320E-006  2.110979658864737E-006
  2.117786329870944E-006  2.122880486752236E-006  2.126495721492674E-006
  2.128717390255064E-006  2.131223402900817E-006  2.133556665281298E-006
  2.135720120178872E-006  2.137544773858896E-006  2.139179255370696E-006
  2.140563862372902E-006  2.141774532710367E-006  2.142599749395045E-006
  2.142958422774576E-006  2.143055028749455E-006  2.143297975836980E-006
  2.143291068732344E-006  2.143284143876299E-006  2.143277254591002E-006
  2.143353603775116E-006  2.143346661183967E-006  2.143110123423337E-006
  2.143166148906281E-006  2.142909410468810E-006  2.142800906258932E-006
  2.142716792962943E-006  2.142427553637972E-006  2.141725922881579E-006
  2.140932820679920E-006  2.140635780750763E-006  2.140612239894443E-006
  2.140605323693247E-006  2.141031067958548E-006  2.140372886563880E-006
  2.139514138731978E-006  2.138481396636400E-006  2.137198795658368E-006
  2.135783434324618E-006  2.134227537023174E-006  2.132412852850721E-006
  2.129393925012206E-006  2.126732032183456E-006  2.124265350491540E-006
  2.122495337526944E-006  2.120465892466089E-006  2.116757329678007E-006
  2.111043295679574E-006  2.103322087860529E-006  2.093048428449736E-006
  2.079651636685290E-006  2.067789023876475E-006  2.056490336360679E-006
  2.045457882559758E-006  2.035394748809808E-006  2.027901446593921E-006
  2.021360789876967E-006  2.018017074931715E-006  2.019700491734066E-006
  2.023947019601078E-006  2.030505369947343E-006  2.041865798469695E-006
  2.051964428604111E-006  2.062334545136540E-006  2.073677397116460E-006
  2.084608052215907E-006  2.095430819596677E-006  2.103572974963748E-006
  2.110232170585128E-006  2.115781759455655E-006  2.119834945327707E-006
  2.122848235637517E-006  2.126019934789325E-006  2.128911250984132E-006
  2.131321192243835E-006  2.133362785234501E-006  2.134989634350206E-006
  2.136282563652113E-006  2.137176709236408E-006  2.138002424260433E-006
  2.138889920121272E-006  2.139648608249361E-006  2.140421464004335E-006
  2.141018265174037E-006  2.141551173490550E-006  2.142070264620754E-006
  2.142392200461379E-006  2.142704310416704E-006  2.142715594560944E-006
  2.142958456285465E-006  2.142951521840524E-006  2.142778075904570E-006
  2.142734596870843E-006  2.142429052917468E-006  2.142621273689921E-006
  2.143146381885377E-006  2.143064244829190E-006  2.142195236793415E-006
  2.140680432718940E-006  2.138727975915947E-006  2.136106614801290E-006
